年月,來源洲,臺灣港,目的港,重量
Mar-23,未知,TWTXG,HKHKG,367951.48
Mar-23,未知,TWTXG,HKHKG,15257819.48
Mar-23,未知,TWTXG,HKHKG,140
Mar-23,未知,TWTXG,HKHKG,10.6
Mar-23,未知,TWTXG,HKHKG,10894714.68
Mar-23,未知,TWTXG,HKHKG,42991
Mar-23,未知,TWTXG,HKHKG,241852.151
Mar-23,未知,TWTXG,HKHKG,1961347.742
Mar-23,未知,TWTXG,HKHKG,626246698.8
Mar-23,未知,TWTXG,HKHKG,861818.671
Mar-23,未知,TWTXG,HKHKG,86.17
Mar-23,未知,TWTXG,HKHKG,72
Mar-23,未知,TWTXG,HKHKG,18284147.51
Mar-23,未知,TWTXG,HKHKG,210775.378
Mar-23,未知,TWTXG,HKHKG,509664.14
Mar-23,未知,TWTXG,HKHKG,6863.82
Mar-23,未知,TWTXG,HKHKG,63469639.23
Mar-23,未知,TWTXG,HKHKG,33059
Mar-23,未知,TWTXG,HKHKG,1285085.185
Mar-23,未知,TWTXG,HKHKG,2164516.44
Mar-23,未知,TWTXG,HKHKG,152606574
Mar-23,未知,TWTXG,HKHKG,46
Mar-23,未知,TWTXG,HKHKG,9468140.553
Mar-23,未知,TWTXG,HKHKG,280
Mar-23,未知,TWTXG,HKHKG,379162524.3
Mar-23,未知,TWTXG,HKHKG,5049346.306
Mar-23,未知,TWTXG,HKHKG,88252.77
Mar-23,未知,TWTXG,HKHKG,2969859.124
Mar-23,未知,TWTXG,HKHKG,1882130.281
Mar-23,未知,TWTXG,HKHKG,1104313.155
Mar-23,未知,TWTXG,HKHKG,12687.82
Mar-23,未知,TWTXG,HKHKG,7971545
Mar-23,未知,TWTXG,HKHKG,59847.09
Mar-23,未知,TWTXG,HKHKG,30128.45
Mar-23,未知,TWTXG,HKHKG,1155666.95
Mar-23,未知,TWTXG,HKHKG,21444
Mar-23,未知,TWTXG,HKHKG,1561305.85
Mar-23,未知,TWTXG,HKHKG,6526238.745
Mar-23,未知,TWTXG,HKHKG,4173.8
Mar-23,未知,TWTXG,HKHKG,130999.427
Mar-23,未知,TWTXG,HKHKG,57948414.83
Mar-23,未知,TWTXG,HKHKG,939355.437
Mar-23,未知,TWTXG,HKHKG,2544117.255
Mar-23,未知,TWTXG,HKHKG,662529.17
Mar-23,未知,TWTXG,HKHKG,218990225.2
Mar-23,未知,TWTXG,HKHKG,7659470.642
Mar-23,未知,TWTXG,HKHKG,578363.36
Mar-23,未知,TWTXG,HKHKG,127848.65
Mar-23,未知,TWTXG,HKHKG,134292.3419
Mar-23,未知,TWTXG,HKHKG,313367.88
Mar-23,未知,TWTXG,HKHKG,34563922.61
Mar-23,未知,TWTXG,JPOSA,3399.8
Mar-23,未知,TWTXG,JPOSA,19146272
Mar-23,未知,TWTXG,JPOSA,35772.35
Mar-23,未知,TWTXG,JPOSA,3654675.193
Mar-23,未知,TWTXG,JPOSA,3379614
Mar-23,未知,TWTXG,JPOSA,772514.278
Mar-23,未知,TWTXG,JPOSA,484.08
Mar-23,未知,TWTXG,JPOSA,1564978.365
Mar-23,未知,TWTXG,JPOSA,24258.58
Mar-23,未知,TWTXG,JPOSA,51247.26
Mar-23,未知,TWTXG,JPOSA,3563.73
Mar-23,未知,TWTXG,JPOSA,453345.24
Mar-23,未知,TWTXG,JPOSA,36098.88
Mar-23,未知,TWTXG,JPOSA,2841.98
Mar-23,未知,TWTXG,JPOSA,2369.38
Mar-23,未知,TWTXG,JPOSA,364470.66
Mar-23,未知,TWTXG,JPOSA,47825379.3
Mar-23,未知,TWTXG,JPOSA,276251.227
Mar-23,未知,TWTXG,JPOSA,31686695.77
Mar-23,未知,TWTXG,JPOSA,39054.46
Mar-23,未知,TWTXG,JPOSA,14854749.18
Mar-23,未知,TWTXG,JPOSA,1261949.263
Mar-23,未知,TWTXG,JPOSA,7511293.666
Mar-23,未知,TWTXG,JPOSA,1493852.18
Mar-23,未知,TWTXG,JPOSA,75514228.28
Mar-23,未知,TWTXG,JPOSA,1138824.22
Mar-23,未知,TWTXG,JPOSA,338349.5
Mar-23,未知,TWTXG,JPOSA,89474.35
Mar-23,未知,TWTXG,JPOSA,2462.79
Mar-23,未知,TWTXG,JPOSA,4841.57
Mar-23,未知,TWTXG,JPOSA,3107139.59
Mar-23,未知,TWTXG,JPOSA,10402157.21
Mar-23,未知,TWTXG,JPOSA,211846.78
Mar-23,未知,TWTXG,JPOSA,45376.04
Mar-23,未知,TWTXG,JPOSA,511932.69
Mar-23,未知,TWTXG,JPOSA,202845.16
Mar-23,未知,TWTXG,JPOSA,4219490.732
Mar-23,未知,TWTXG,JPOSA,753019.25
Mar-23,未知,TWTXG,JPOSA,12061.34
Mar-23,未知,TWTXG,JPOSA,412.9
Mar-23,未知,TWTXG,JPOSA,301008705.2
Mar-23,未知,TWTXG,JPOSA,756795.4694
Mar-23,未知,TWTXG,JPOSA,628683.293
Mar-23,未知,TWTXG,JPOSA,314023.813
Mar-23,未知,TWTXG,JPOSA,176927.846
Mar-23,未知,TWTXG,JPOSA,172401.23
Mar-23,未知,TWTXG,JPOSA,9090.03
Mar-23,未知,TWTXG,JPOSA,300813.81
Mar-23,未知,TWTXG,JPOSA,196504.7
Mar-23,未知,TWTXG,JPOSA,208747.708
Mar-23,未知,TWTXG,JPOSA,2503857.903
Mar-23,未知,TWTXG,JPOSA,3847337.86
Mar-23,未知,TWTXG,JPOSA,1436331.59
Mar-23,未知,TWTXG,JPOSA,81638.8
Mar-23,未知,TWTXG,JPOSA,598114.85
Mar-23,未知,TWTXG,JPOSA,1495381.122
Mar-23,未知,TWTXG,JPOSA,110524.94
Mar-23,未知,TWTXG,JPOSA,164159.54
Mar-23,未知,TWTXG,JPOSA,86912.1
Mar-23,未知,TWTXG,JPOSA,2110585.046
Mar-23,未知,TWTXG,JPOSA,1371.02
Mar-23,未知,TWTXG,JPOSA,42913.46
Mar-23,未知,TWTXG,JPOSA,6228.8
Mar-23,未知,TWTXG,JPOSA,5636051.722
Mar-23,未知,TWTXG,JPOSA,5856.96
Mar-23,未知,TWTXG,JPOSA,901441.16
Mar-23,未知,TWTXG,JPOSA,68881904
Mar-23,未知,TWTXG,JPOSA,100.8
Mar-23,未知,TWTXG,JPOSA,236798.569
Mar-23,未知,TWTXG,JPOSA,266813.04
Mar-23,未知,TWTXG,JPOSA,359294365.7
Mar-23,未知,TWTXG,JPOSA,28596.49
Mar-23,未知,TWTXG,JPOSA,953165.66
Mar-23,未知,TWTXG,JPOSA,162490.16
Mar-23,未知,TWTXG,JPOSA,8405.5
Mar-23,未知,TWTXG,JPOSA,927058.5057
Mar-23,未知,TWTXG,JPOSA,12376611
Mar-23,未知,TWTXG,JPOSA,236259.05
Mar-23,未知,TWTXG,JPOSA,87923.4
Mar-23,未知,TWTXG,JPOSA,2799003.822
Mar-23,未知,TWTXG,JPOSA,39301702.44
Mar-23,未知,TWTXG,JPOSA,229.78
Mar-23,未知,TWTXG,JPOSA,64201.91
Mar-23,未知,TWTXG,KRPUS,217582.9
Mar-23,未知,TWTXG,KRPUS,282638.81
Mar-23,未知,TWTXG,KRPUS,566208.499
Mar-23,未知,TWTXG,KRPUS,1032714.753
Mar-23,未知,TWTXG,KRPUS,1839377.12
Mar-23,未知,TWTXG,KRPUS,1641121.016
Mar-23,未知,TWTXG,KRPUS,269659.01
Mar-23,未知,TWTXG,KRPUS,84454.73
Mar-23,未知,TWTXG,KRPUS,98578045.4
Mar-23,未知,TWTXG,KRPUS,675014.264
Mar-23,未知,TWTXG,KRPUS,3383971
Mar-23,未知,TWTXG,KRPUS,437897479.3
Mar-23,未知,TWTXG,KRPUS,120459.44
Mar-23,未知,TWTXG,KRPUS,40388.2
Mar-23,未知,TWTXG,KRPUS,420620190.2
Mar-23,未知,TWTXG,KRPUS,263124.82
Mar-23,未知,TWTXG,KRPUS,219822.825
Mar-23,未知,TWTXG,KRPUS,904634.402
Mar-23,未知,TWTXG,KRPUS,3301377.881
Mar-23,未知,TWTXG,KRPUS,40
Mar-23,未知,TWTXG,KRPUS,12
Mar-23,未知,TWTXG,KRPUS,50
Mar-23,未知,TWTXG,KRPUS,368
Mar-23,未知,TWTXG,KRPUS,21.69
Mar-23,未知,TWTXG,KRPUS,12324428.92
Mar-23,未知,TWTXG,KRPUS,1938
Mar-23,未知,TWTXG,KRPUS,2977767.76
Mar-23,未知,TWTXG,KRPUS,1426606.17
Mar-23,未知,TWTXG,KRPUS,15253.92
Mar-23,未知,TWTXG,KRPUS,7296.2
Mar-23,未知,TWTXG,KRPUS,163.8
Mar-23,未知,TWTXG,KRPUS,1744558.51
Mar-23,未知,TWTXG,KRPUS,680400.42
Mar-23,未知,TWTXG,KRPUS,57888.58
Mar-23,未知,TWTXG,KRPUS,172.96
Mar-23,未知,TWTXG,KRPUS,224016.64
Mar-23,未知,TWTXG,KRPUS,1910857.126
Mar-23,未知,TWTXG,KRPUS,193274.5
Mar-23,未知,TWTXG,KRPUS,180
Mar-23,未知,TWTXG,KRPUS,3817566.94
Mar-23,未知,TWTXG,KRPUS,165054.52
Mar-23,未知,TWTXG,KRPUS,1560806.33
Mar-23,未知,TWTXG,KRPUS,77791.93
Mar-23,未知,TWTXG,KRPUS,1427827.949
Mar-23,未知,TWTXG,KRPUS,42350425.22
Mar-23,未知,TWTXG,KRPUS,223897.62
Mar-23,未知,TWTXG,KRPUS,2760.2
Mar-23,未知,TWTXG,KRPUS,139717.7
Mar-23,未知,TWTXG,KRPUS,29321.84
Mar-23,未知,TWTXG,KRPUS,7923.88
Mar-23,未知,TWTXG,KRPUS,95421.09
Mar-23,未知,TWTXG,KRPUS,36855.38
Mar-23,未知,TWTXG,KRPUS,142698.64
Mar-23,未知,TWTXG,KRPUS,7316312.562
Mar-23,未知,TWTXG,KRPUS,20
Mar-23,未知,TWTXG,KRPUS,1933237.348
Mar-23,未知,TWTXG,KRPUS,947071.06
Mar-23,未知,TWTXG,KRPUS,2907696.442
Mar-23,未知,TWTXG,KRPUS,28193.5
Mar-23,未知,TWTXG,KRPUS,474148.125
Mar-23,未知,TWTXG,KRPUS,330932.64
Mar-23,未知,TWTXG,KRPUS,3529701.45
Mar-23,未知,TWTXG,KRPUS,695925.462
Mar-23,未知,TWTXG,KRPUS,1124765.61
Mar-23,未知,TWTXG,KRPUS,393637.07
Mar-23,未知,TWTXG,KRPUS,13237.58
Mar-23,未知,TWTXG,KRPUS,2928.6
Mar-23,未知,TWTXG,KRPUS,10.6
Mar-23,未知,TWTXG,KRPUS,33379.37
Mar-23,未知,TWTXG,KRPUS,55113131.29
Mar-23,未知,TWTXG,KRPUS,1234
Mar-23,未知,TWTXG,KRPUS,46154500.9
Mar-23,未知,TWTXG,KRPUS,270439.6
Mar-23,未知,TWTXG,KRPUS,26812036.01
Mar-23,未知,TWTXG,KRPUS,3495726.809
Mar-23,未知,TWTXG,KRPUS,86707826
Mar-23,未知,TWTXG,KRPUS,1987.5
Mar-23,未知,TWTXG,KRPUS,12037850
Mar-23,未知,TWTXG,KRPUS,31672.08
Mar-23,未知,TWTXG,KRPUS,12571.26
Mar-23,未知,TWTXG,KRPUS,178477.316
Mar-23,未知,TWTXG,KRPUS,13854750
Mar-23,未知,TWTXG,KRPUS,11914.672
Mar-23,未知,TWTXG,KRPUS,187205.46
Mar-23,未知,TWTXG,KRPUS,8390984.45
Mar-23,未知,TWTXG,KRPUS,1099310.232
Mar-23,未知,TWTXG,KRPUS,8469.725
Apr-23,未知,TWHUN,CNSHA,2000
Apr-23,未知,TWHUN,CNSHA,120
Apr-23,未知,TWHUN,CNSHA,20
Apr-23,未知,TWHUN,CNSHA,608
Apr-23,未知,TWHUN,CNSHA,5600
Apr-23,未知,TWHUN,CNSHA,3020
Apr-23,未知,TWHUN,CNSHA,1240
Apr-23,未知,TWHUN,CNSHA,140
Apr-23,未知,TWHUN,CNSHA,372
Apr-23,未知,TWHUN,CNSHA,136
Apr-23,未知,TWHUN,CNSHA,80
Apr-23,未知,TWHUN,CNSHA,180
Apr-23,未知,TWHUN,CNSHA,40
Apr-23,未知,TWHUN,CNSHA,6250000
Apr-23,未知,TWHUN,CNSHA,80
Apr-23,未知,TWHUN,CNSHA,222840000
Apr-23,未知,TWHUN,HKHKG,68
Apr-23,未知,TWHUN,HKHKG,40
Apr-23,未知,TWHUN,HKHKG,10
Apr-23,未知,TWHUN,HKHKG,186
Apr-23,未知,TWHUN,HKHKG,3010
Apr-23,未知,TWHUN,HKHKG,37140000
Apr-23,未知,TWHUN,HKHKG,40
Apr-23,未知,TWHUN,HKHKG,70
Apr-23,未知,TWHUN,HKHKG,620
Apr-23,未知,TWHUN,HKHKG,60
Apr-23,未知,TWHUN,HKHKG,20
Apr-23,未知,TWHUN,HKHKG,2000
Apr-23,未知,TWHUN,HKHKG,304
Apr-23,未知,TWHUN,HKHKG,3955000
Apr-23,未知,TWHUN,HKHKG,2800
Apr-23,未知,TWHUN,HKHKG,90
Apr-23,未知,TWHUN,JPOSA,74280000
Apr-23,未知,TWHUN,JPOSA,600
Apr-23,未知,TWHUN,JPOSA,400
Apr-23,未知,TWHUN,KRPUS,20
Apr-23,未知,TWHUN,KRPUS,34
Apr-23,未知,TWHUN,KRPUS,259980000
Apr-23,未知,TWHUN,KRPUS,152
Apr-23,未知,TWHUN,KRPUS,20
Apr-23,未知,TWHUN,KRPUS,800
Apr-23,未知,TWHUN,KRPUS,10
Apr-23,未知,TWHUN,KRPUS,5
Apr-23,未知,TWHUN,KRPUS,310
Apr-23,未知,TWHUN,KRPUS,35
Apr-23,未知,TWHUN,KRPUS,1575000
Apr-23,未知,TWHUN,KRPUS,93
Apr-23,未知,TWHUN,KRPUS,30
Apr-23,未知,TWHUN,KRPUS,1205
Apr-23,未知,TWHUN,KRPUS,45
Apr-23,未知,TWHUN,KRPUS,1400
Apr-23,未知,TWKEL,CNSHA,163091.51
Apr-23,未知,TWKEL,CNSHA,50697743.48
Apr-23,未知,TWKEL,CNSHA,6948
Apr-23,未知,TWKEL,CNSHA,1697264.85
Apr-23,未知,TWKEL,CNSHA,19884
Apr-23,未知,TWKEL,CNSHA,2179484.93
Apr-23,未知,TWKEL,CNSHA,13656654.736499999
Apr-23,未知,TWKEL,CNSHA,2186.81
Apr-23,未知,TWKEL,CNSHA,6531958.01
Apr-23,未知,TWKEL,CNSHA,29455.5
Apr-23,未知,TWKEL,CNSHA,775964.659
Apr-23,未知,TWKEL,CNSHA,80011.51
Apr-23,未知,TWKEL,CNSHA,2403.99
Apr-23,未知,TWKEL,CNSHA,829495.36
Apr-23,未知,TWKEL,CNSHA,39788642.40620001
Apr-23,未知,TWKEL,CNSHA,1066148.18
Apr-23,未知,TWKEL,CNSHA,93630.9728
Apr-23,未知,TWKEL,CNSHA,121321.6572
Apr-23,未知,TWKEL,CNSHA,1453315.32
Apr-23,未知,TWKEL,CNSHA,5796.61
Apr-23,未知,TWKEL,CNSHA,2351.8
Apr-23,未知,TWKEL,CNSHA,6466972
Apr-23,未知,TWKEL,CNSHA,132103399.1
Apr-23,未知,TWKEL,CNSHA,2348544.948
Apr-23,未知,TWKEL,CNSHA,3952274.563
Apr-23,未知,TWKEL,CNSHA,2369593.89
Apr-23,未知,TWKEL,CNSHA,183
Apr-23,未知,TWKEL,CNSHA,5411219.880000001
Apr-23,未知,TWKEL,CNSHA,503739.95
Apr-23,未知,TWKEL,CNSHA,288611.918
Apr-23,未知,TWKEL,CNSHA,1930
Apr-23,未知,TWKEL,CNSHA,512193.5
Apr-23,未知,TWKEL,CNSHA,860915.07
Apr-23,未知,TWKEL,CNSHA,1250580.56
Apr-23,未知,TWKEL,CNSHA,22117.62
Apr-23,未知,TWKEL,CNSHA,8834716.543
Apr-23,未知,TWKEL,CNSHA,6449190.902
Apr-23,未知,TWKEL,CNSHA,1521552.74
Apr-23,未知,TWKEL,CNSHA,4591095.201
Apr-23,未知,TWKEL,CNSHA,51737
Apr-23,未知,TWKEL,CNSHA,375970.365
Apr-23,未知,TWKEL,CNSHA,194995
Apr-23,未知,TWKEL,CNSHA,40
Apr-23,未知,TWKEL,CNSHA,12429868.38
Apr-23,未知,TWKEL,CNSHA,118593.5
Apr-23,未知,TWKEL,CNSHA,360859.101
Apr-23,未知,TWKEL,CNSHA,153432.24
Apr-23,未知,TWKEL,CNSHA,95213.4
Apr-23,未知,TWKEL,CNSHA,360359.07
Apr-23,未知,TWKEL,CNSHA,1248000
Apr-23,未知,TWKEL,CNSHA,858.1
Apr-23,未知,TWKEL,CNSHA,7296.98
Apr-23,未知,TWKEL,CNSHA,6474160.466
Apr-23,未知,TWKEL,CNSHA,493959.14
Apr-23,未知,TWKEL,CNSHA,4455
Apr-23,未知,TWKEL,CNSHA,1499255
Apr-23,未知,TWKEL,CNSHA,4397630.94
Apr-23,未知,TWKEL,CNSHA,1640
Apr-23,未知,TWKEL,CNSHA,1917475.514
Apr-23,未知,TWKEL,CNSHA,939
Apr-23,未知,TWKEL,CNSHA,976335.39
Apr-23,未知,TWKEL,CNSHA,18576711.42
Apr-23,未知,TWKEL,CNSHA,69175.99
Apr-23,未知,TWKEL,CNSHA,1062942.5
Apr-23,未知,TWKEL,CNSHA,4184940.27
Apr-23,未知,TWKEL,CNSHA,516.34
Apr-23,未知,TWKEL,CNSHA,26744.472
Apr-23,未知,TWKEL,CNSHA,180884.68
Apr-23,未知,TWKEL,CNSHA,220
Apr-23,未知,TWKEL,CNSHA,1135943.716
Apr-23,未知,TWKEL,CNSHA,5131895.04
Apr-23,未知,TWKEL,CNSHA,2435799.469
Apr-23,未知,TWKEL,CNSHA,5534701.585
Apr-23,未知,TWKEL,CNSHA,15784689.84
Apr-23,未知,TWKEL,CNSHA,271437.98
Apr-23,未知,TWKEL,CNSHA,100492.84
Apr-23,未知,TWKEL,CNSHA,298418.718
Apr-23,未知,TWKEL,CNSHA,180.32
Apr-23,未知,TWKEL,CNSHA,1196995.458
Apr-23,未知,TWKEL,CNSHA,37144.13
Apr-23,未知,TWKEL,CNSHA,6369.6
Apr-23,未知,TWKEL,CNSHA,50837.13
Apr-23,未知,TWKEL,CNSHA,2121145.726
Apr-23,未知,TWKEL,CNSHA,597135.41
Apr-23,未知,TWKEL,CNSHA,10036271.45
Apr-23,未知,TWKEL,CNSHA,747.2
Apr-23,未知,TWKEL,CNSHA,14033882
Apr-23,未知,TWKEL,HKHKG,604306
Apr-23,未知,TWKEL,HKHKG,322919.83
Apr-23,未知,TWKEL,HKHKG,3004103.518
Apr-23,未知,TWKEL,HKHKG,314062.95
Apr-23,未知,TWKEL,HKHKG,7490585.045
Apr-23,未知,TWKEL,HKHKG,295385.44
Apr-23,未知,TWKEL,HKHKG,14643584.95
Apr-23,未知,TWKEL,HKHKG,5990952.69
Apr-23,未知,TWKEL,HKHKG,15133
Apr-23,未知,TWKEL,HKHKG,12866117.56
Apr-23,未知,TWKEL,HKHKG,35826.399
Apr-23,未知,TWKEL,HKHKG,7162.1
Apr-23,未知,TWKEL,HKHKG,12526.4
Apr-23,未知,TWKEL,HKHKG,88244.5724
Apr-23,未知,TWKEL,HKHKG,5321348.461999999
Apr-23,未知,TWKEL,HKHKG,304.8
Apr-23,未知,TWKEL,HKHKG,4718.92
Apr-23,未知,TWKEL,HKHKG,5458207.6
Apr-23,未知,TWKEL,HKHKG,2890247.741
Apr-23,未知,TWKEL,HKHKG,55563551.05
Apr-23,未知,TWKEL,HKHKG,10722106.75
Apr-23,未知,TWKEL,HKHKG,4352
Apr-23,未知,TWKEL,HKHKG,57946.8
Apr-23,未知,TWKEL,HKHKG,736.7
Apr-23,未知,TWKEL,HKHKG,1597307.66
Apr-23,未知,TWKEL,HKHKG,2970
Apr-23,未知,TWKEL,HKHKG,171387.3
Apr-23,未知,TWKEL,HKHKG,2358.08
Apr-23,未知,TWKEL,HKHKG,144
Apr-23,未知,TWKEL,HKHKG,14041.42
Apr-23,未知,TWKEL,HKHKG,626799.512
Apr-23,未知,TWKEL,HKHKG,2759343.212
Apr-23,未知,TWKEL,HKHKG,1423304.054
Apr-23,未知,TWKEL,HKHKG,375417.84
Apr-23,未知,TWKEL,HKHKG,1371704.77
Apr-23,未知,TWKEL,HKHKG,1087165.214
Apr-23,未知,TWKEL,HKHKG,41362.08
Apr-23,未知,TWKEL,HKHKG,2674.01
Apr-23,未知,TWKEL,HKHKG,9771120.698
Apr-23,未知,TWKEL,HKHKG,11424216
Apr-23,未知,TWKEL,HKHKG,186126.5
Apr-23,未知,TWKEL,HKHKG,2205040.05
Apr-23,未知,TWKEL,HKHKG,65472.66
Apr-23,未知,TWKEL,HKHKG,25414555.14
Apr-23,未知,TWKEL,HKHKG,122843.8
Apr-23,未知,TWKEL,HKHKG,14028.02
Apr-23,未知,TWKEL,HKHKG,122355.53499999999
Apr-23,未知,TWKEL,HKHKG,1687694.505
Apr-23,未知,TWKEL,HKHKG,4083
Apr-23,未知,TWKEL,HKHKG,203858.619
Apr-23,未知,TWKEL,HKHKG,21387649.62
Apr-23,未知,TWKEL,HKHKG,1076612.86
Apr-23,未知,TWKEL,HKHKG,6062.2
Apr-23,未知,TWKEL,HKHKG,17977.63
Apr-23,未知,TWKEL,HKHKG,1930569.03
Apr-23,未知,TWKEL,HKHKG,967620.532
Apr-23,未知,TWKEL,HKHKG,678588.252
Apr-23,未知,TWKEL,HKHKG,2340753.48
Apr-23,未知,TWKEL,HKHKG,7378715.46
Apr-23,未知,TWKEL,HKHKG,23321962.1
Apr-23,未知,TWKEL,HKHKG,791710.972
Apr-23,未知,TWKEL,HKHKG,12927.964
Apr-23,未知,TWKEL,HKHKG,1018056.204
Apr-23,未知,TWKEL,HKHKG,3016393.23
Apr-23,未知,TWKEL,HKHKG,541313.194
Apr-23,未知,TWKEL,HKHKG,1403.52
Apr-23,未知,TWKEL,HKHKG,98872.7
Apr-23,未知,TWKEL,HKHKG,1261019.379
Apr-23,未知,TWKEL,HKHKG,1061.6
Apr-23,未知,TWKEL,HKHKG,13250081.7
Apr-23,未知,TWKEL,HKHKG,6034403.657000001
Apr-23,未知,TWKEL,HKHKG,634315.38
Apr-23,未知,TWKEL,HKHKG,2005.7
Apr-23,未知,TWKEL,HKHKG,5387448.074
Apr-23,未知,TWKEL,HKHKG,4362119.578
Apr-23,未知,TWKEL,HKHKG,38313.01
Apr-23,未知,TWKEL,HKHKG,1374267.105
Apr-23,未知,TWKEL,HKHKG,49825736.43
Apr-23,未知,TWKEL,HKHKG,924205.65
Apr-23,未知,TWKEL,HKHKG,7708.6
Apr-23,未知,TWKEL,HKHKG,9401733.57
Apr-23,未知,TWKEL,HKHKG,66369.848
Apr-23,未知,TWKEL,HKHKG,1925752.4379999998
Apr-23,未知,TWKEL,HKHKG,5488738.446
Apr-23,未知,TWKEL,HKHKG,3260
Apr-23,未知,TWKEL,HKHKG,220043.016
Apr-23,未知,TWKEL,HKHKG,197418.2716
Apr-23,未知,TWKEL,HKHKG,1745823.02
Apr-23,未知,TWKEL,HKHKG,26621371.86
Apr-23,未知,TWKEL,HKHKG,2511840.152
Apr-23,未知,TWKEL,HKHKG,1757529.52
Apr-23,未知,TWKEL,HKHKG,4596000
Apr-23,未知,TWKEL,HKHKG,19442.34
Apr-23,未知,TWKEL,JPOSA,63663.1
Apr-23,未知,TWKEL,JPOSA,15137.63
Apr-23,未知,TWKEL,JPOSA,2896.28
Apr-23,未知,TWKEL,JPOSA,1016695.552
Apr-23,未知,TWKEL,JPOSA,5715.99
Apr-23,未知,TWKEL,JPOSA,266.8
Apr-23,未知,TWKEL,JPOSA,933275.737
Apr-23,未知,TWKEL,JPOSA,3273951.8
Apr-23,未知,TWKEL,JPOSA,374024.602
Apr-23,未知,TWKEL,JPOSA,341.2
Apr-23,未知,TWKEL,JPOSA,57112.71
Apr-23,未知,TWKEL,JPOSA,244279.2
Apr-23,未知,TWKEL,JPOSA,360
Apr-23,未知,TWKEL,JPOSA,748236.446
Apr-23,未知,TWKEL,JPOSA,1438157.432
Apr-23,未知,TWKEL,JPOSA,55006.596
Apr-23,未知,TWKEL,JPOSA,123623.04
Apr-23,未知,TWKEL,JPOSA,325290.38
Apr-23,未知,TWKEL,JPOSA,11966.22
Apr-23,未知,TWKEL,JPOSA,9857.47
Apr-23,未知,TWKEL,JPOSA,312787.52
Apr-23,未知,TWKEL,JPOSA,2410
Apr-23,未知,TWKEL,JPOSA,8534.23
Apr-23,未知,TWKEL,JPOSA,1201.208
Apr-23,未知,TWKEL,JPOSA,6837.5
Apr-23,未知,TWKEL,JPOSA,2068086.803
Apr-23,未知,TWKEL,JPOSA,4348.5
Apr-23,未知,TWKEL,JPOSA,511.2
Apr-23,未知,TWKEL,JPOSA,2160000
Apr-23,未知,TWKEL,JPOSA,284874.38
Apr-23,未知,TWKEL,JPOSA,299
Apr-23,未知,TWKEL,JPOSA,51639.07
Apr-23,未知,TWKEL,JPOSA,1471379.493
Apr-23,未知,TWKEL,JPOSA,2161
Apr-23,未知,TWKEL,JPOSA,1286548.1
Apr-23,未知,TWKEL,JPOSA,48330.82
Apr-23,未知,TWKEL,JPOSA,1086156.92
Apr-23,未知,TWKEL,JPOSA,8424
Apr-23,未知,TWKEL,JPOSA,135115.906
Apr-23,未知,TWKEL,JPOSA,652057.95
Apr-23,未知,TWKEL,JPOSA,18051.14
Apr-23,未知,TWKEL,JPOSA,8108.98
Apr-23,未知,TWKEL,JPOSA,949376.59
Apr-23,未知,TWKEL,JPOSA,505764.21
Apr-23,未知,TWKEL,JPOSA,13312.24
Apr-23,未知,TWKEL,JPOSA,94060.4
Apr-23,未知,TWKEL,JPOSA,177015.95
Apr-23,未知,TWKEL,JPOSA,2764886.29
Apr-23,未知,TWKEL,JPOSA,87781.112
Apr-23,未知,TWKEL,JPOSA,50925.3
Apr-23,未知,TWKEL,JPOSA,294060.64
Apr-23,未知,TWKEL,JPOSA,1361498.47
Apr-23,未知,TWKEL,JPOSA,12811.48
Apr-23,未知,TWKEL,JPOSA,5689.29
Apr-23,未知,TWKEL,JPOSA,1649422
Apr-23,未知,TWKEL,JPOSA,2124505.498
Apr-23,未知,TWKEL,JPOSA,367275
Apr-23,未知,TWKEL,JPOSA,82903.62
Apr-23,未知,TWKEL,JPOSA,948
Apr-23,未知,TWKEL,JPOSA,533305.848
Apr-23,未知,TWKEL,JPOSA,858139.11
Apr-23,未知,TWKEL,JPOSA,2203.2
Apr-23,未知,TWKEL,JPOSA,44488935
Apr-23,未知,TWKEL,JPOSA,617071.5616
Apr-23,未知,TWKEL,JPOSA,9572.69
Apr-23,未知,TWKEL,JPOSA,247891.86
Apr-23,未知,TWKEL,JPOSA,308943
Apr-23,未知,TWKEL,JPOSA,35669.84
Apr-23,未知,TWKEL,JPOSA,152743.47
Apr-23,未知,TWKEL,JPOSA,19464.98
Apr-23,未知,TWKEL,JPOSA,1099573.442
Apr-23,未知,TWKEL,JPOSA,2970
Apr-23,未知,TWKEL,JPOSA,7886651.957
Apr-23,未知,TWKEL,JPOSA,42943.58
Apr-23,未知,TWKEL,JPOSA,880
Apr-23,未知,TWKEL,JPOSA,394319.01
Apr-23,未知,TWKEL,JPOSA,9067944.922
Apr-23,未知,TWKEL,JPOSA,107480
Apr-23,未知,TWKEL,JPOSA,3958454.2
Apr-23,未知,TWKEL,JPOSA,204.4
Apr-23,未知,TWKEL,JPOSA,49.79
Apr-23,未知,TWKEL,JPOSA,157.165
Apr-23,未知,TWKEL,KRPUS,1557598
Apr-23,未知,TWKEL,KRPUS,28940.9276
Apr-23,未知,TWKEL,KRPUS,123693.48
Apr-23,未知,TWKEL,KRPUS,40
Apr-23,未知,TWKEL,KRPUS,390208.306
Apr-23,未知,TWKEL,KRPUS,4883.72
Apr-23,未知,TWKEL,KRPUS,21989.22
