年月,來源洲,臺灣港,目的港,重量
Jan-22,未知,TWHUN,CNSHA,13620000
Jan-22,未知,TWHUN,CNSHA,405005000
Jan-22,未知,TWHUN,HKHKG,360003500
Jan-22,未知,TWHUN,HKHKG,1010
Jan-22,未知,TWHUN,HKHKG,12030000
Jan-22,未知,TWHUN,JPOSA,45002500
Jan-22,未知,TWHUN,JPOSA,2910000
Jan-22,未知,TWHUN,KRPUS,12605000
Jan-22,未知,TWHUN,KRPUS,225004000
Jan-22,未知,TWKEL,CNSHA,3456614.08
Jan-22,未知,TWKEL,CNSHA,51.9
Jan-22,未知,TWKEL,CNSHA,35903.76
Jan-22,未知,TWKEL,CNSHA,41883.34
Jan-22,未知,TWKEL,CNSHA,1602484
Jan-22,未知,TWKEL,CNSHA,1434.76
Jan-22,未知,TWKEL,CNSHA,10591714.45
Jan-22,未知,TWKEL,CNSHA,432
Jan-22,未知,TWKEL,CNSHA,994614.12
Jan-22,未知,TWKEL,CNSHA,7455092.4355999995
Jan-22,未知,TWKEL,CNSHA,220183.48
Jan-22,未知,TWKEL,CNSHA,564367.7827
Jan-22,未知,TWKEL,CNSHA,135442.78
Jan-22,未知,TWKEL,CNSHA,67805.53
Jan-22,未知,TWKEL,CNSHA,7583109.32
Jan-22,未知,TWKEL,CNSHA,160.58
Jan-22,未知,TWKEL,CNSHA,17269966.16
Jan-22,未知,TWKEL,CNSHA,659714.69
Jan-22,未知,TWKEL,CNSHA,41278.686
Jan-22,未知,TWKEL,CNSHA,611205.92
Jan-22,未知,TWKEL,CNSHA,8339
Jan-22,未知,TWKEL,CNSHA,41066
Jan-22,未知,TWKEL,CNSHA,1858667.636
Jan-22,未知,TWKEL,CNSHA,14666791.57
Jan-22,未知,TWKEL,CNSHA,5859975.297
Jan-22,未知,TWKEL,CNSHA,58810.28
Jan-22,未知,TWKEL,CNSHA,4559912.372
Jan-22,未知,TWKEL,CNSHA,40619.13
Jan-22,未知,TWKEL,CNSHA,6607.9
Jan-22,未知,TWKEL,CNSHA,121432.28
Jan-22,未知,TWKEL,CNSHA,584612.49
Jan-22,未知,TWKEL,CNSHA,10036688.606800001
Jan-22,未知,TWKEL,CNSHA,688713.626
Jan-22,未知,TWKEL,CNSHA,808577.12
Jan-22,未知,TWKEL,CNSHA,7753.75
Jan-22,未知,TWKEL,CNSHA,612732.0036
Jan-22,未知,TWKEL,CNSHA,4295.81
Jan-22,未知,TWKEL,CNSHA,118464.6
Jan-22,未知,TWKEL,CNSHA,52671.1815
Jan-22,未知,TWKEL,CNSHA,2458890.74
Jan-22,未知,TWKEL,CNSHA,1253293.672
Jan-22,未知,TWKEL,CNSHA,25398.19
Jan-22,未知,TWKEL,CNSHA,1375298.69
Jan-22,未知,TWKEL,CNSHA,494158.79
Jan-22,未知,TWKEL,CNSHA,1597196.178
Jan-22,未知,TWKEL,CNSHA,22481127.95
Jan-22,未知,TWKEL,CNSHA,12563319.23
Jan-22,未知,TWKEL,CNSHA,1604430
Jan-22,未知,TWKEL,CNSHA,752614.125
Jan-22,未知,TWKEL,CNSHA,56917747.08
Jan-22,未知,TWKEL,CNSHA,133699.48
Jan-22,未知,TWKEL,CNSHA,591420.18
Jan-22,未知,TWKEL,CNSHA,3229527.76
Jan-22,未知,TWKEL,CNSHA,27291552.7
Jan-22,未知,TWKEL,CNSHA,3
Jan-22,未知,TWKEL,CNSHA,8356066.642
Jan-22,未知,TWKEL,CNSHA,328296.15
Jan-22,未知,TWKEL,CNSHA,221461.3305
Jan-22,未知,TWKEL,CNSHA,12054
Jan-22,未知,TWKEL,CNSHA,2319.93
Jan-22,未知,TWKEL,CNSHA,1743485
Jan-22,未知,TWKEL,CNSHA,10092.64
Jan-22,未知,TWKEL,CNSHA,5420577.547200001
Jan-22,未知,TWKEL,CNSHA,1823478.705
Jan-22,未知,TWKEL,CNSHA,8600.6
Jan-22,未知,TWKEL,CNSHA,1073582.29
Jan-22,未知,TWKEL,CNSHA,339150.583
Jan-22,未知,TWKEL,CNSHA,2300059.84
Jan-22,未知,TWKEL,CNSHA,349048.552
Jan-22,未知,TWKEL,CNSHA,13646611.09
Jan-22,未知,TWKEL,CNSHA,234789152.3
Jan-22,未知,TWKEL,CNSHA,5773221.855
Jan-22,未知,TWKEL,CNSHA,34716.9
Jan-22,未知,TWKEL,CNSHA,3945.607
Jan-22,未知,TWKEL,CNSHA,1409667.37
Jan-22,未知,TWKEL,CNSHA,3317.2
Jan-22,未知,TWKEL,CNSHA,698935.24
Jan-22,未知,TWKEL,CNSHA,3069759.744
Jan-22,未知,TWKEL,CNSHA,618009.04
Jan-22,未知,TWKEL,CNSHA,1129.6
Jan-22,未知,TWKEL,CNSHA,8264834.25
Jan-22,未知,TWKEL,CNSHA,189569.91
Jan-22,未知,TWKEL,CNSHA,0.88
Jan-22,未知,TWKEL,CNSHA,4036000
Jan-22,未知,TWKEL,CNSHA,7155367.887
Jan-22,未知,TWKEL,CNSHA,3269449.512
Jan-22,未知,TWKEL,CNSHA,1320320.288
Jan-22,未知,TWKEL,CNSHA,102541.08
Jan-22,未知,TWKEL,CNSHA,139080.8009
Jan-22,未知,TWKEL,HKHKG,1169810.813
Jan-22,未知,TWKEL,HKHKG,13159663.53
Jan-22,未知,TWKEL,HKHKG,7279401.93
Jan-22,未知,TWKEL,HKHKG,74618
Jan-22,未知,TWKEL,HKHKG,2394116.37
Jan-22,未知,TWKEL,HKHKG,10874
Jan-22,未知,TWKEL,HKHKG,2043592.85
Jan-22,未知,TWKEL,HKHKG,88781975.64
Jan-22,未知,TWKEL,HKHKG,411101.907
Jan-22,未知,TWKEL,HKHKG,71314.3
Jan-22,未知,TWKEL,HKHKG,8323873.753
Jan-22,未知,TWKEL,HKHKG,38988.725
Jan-22,未知,TWKEL,HKHKG,1510034.52
Jan-22,未知,TWKEL,HKHKG,249783.145
Jan-22,未知,TWKEL,HKHKG,23374056.66
Jan-22,未知,TWKEL,HKHKG,6998.4
Jan-22,未知,TWKEL,HKHKG,17648468.44
Jan-22,未知,TWKEL,HKHKG,551728.17
Jan-22,未知,TWKEL,HKHKG,712183.8895
Jan-22,未知,TWKEL,HKHKG,7400.3
Jan-22,未知,TWKEL,HKHKG,255343.108
Jan-22,未知,TWKEL,HKHKG,189710.25
Jan-22,未知,TWKEL,HKHKG,1941074.03
Jan-22,未知,TWKEL,HKHKG,7.5
Jan-22,未知,TWKEL,HKHKG,373248.009
Jan-22,未知,TWKEL,HKHKG,10864.1
Jan-22,未知,TWKEL,HKHKG,2100583.88
Jan-22,未知,TWKEL,HKHKG,1008
Jan-22,未知,TWKEL,HKHKG,21584477.73
Jan-22,未知,TWKEL,HKHKG,1041225.63
Jan-22,未知,TWKEL,HKHKG,36687.982
Jan-22,未知,TWKEL,HKHKG,1917950.508
Jan-22,未知,TWKEL,HKHKG,602472.89
Jan-22,未知,TWKEL,HKHKG,28.35
Jan-22,未知,TWKEL,HKHKG,2118712.37
Jan-22,未知,TWKEL,HKHKG,2460261.682
Jan-22,未知,TWKEL,HKHKG,8428262.206
Jan-22,未知,TWKEL,HKHKG,2935625.574
Jan-22,未知,TWKEL,HKHKG,15591.785
Jan-22,未知,TWKEL,HKHKG,6892788.249
Jan-22,未知,TWKEL,HKHKG,42505794.98
Jan-22,未知,TWKEL,HKHKG,77384.67
Jan-22,未知,TWKEL,HKHKG,4917000
Jan-22,未知,TWKEL,HKHKG,109475.4
Jan-22,未知,TWKEL,HKHKG,3463.44
Jan-22,未知,TWKEL,HKHKG,454790.5874
Jan-22,未知,TWKEL,HKHKG,27170273.86
Jan-22,未知,TWKEL,HKHKG,3450.82
Jan-22,未知,TWKEL,HKHKG,105256.64
Jan-22,未知,TWKEL,HKHKG,1081596.31
Jan-22,未知,TWKEL,HKHKG,91445.19
Jan-22,未知,TWKEL,HKHKG,28785.528
Jan-22,未知,TWKEL,HKHKG,147462.5
Jan-22,未知,TWKEL,HKHKG,785547.566
Jan-22,未知,TWKEL,HKHKG,217750473.1
Jan-22,未知,TWKEL,HKHKG,46284228.63
Jan-22,未知,TWKEL,HKHKG,981646.07
Jan-22,未知,TWKEL,HKHKG,3954165.05
Jan-22,未知,TWKEL,HKHKG,842675.73
Jan-22,未知,TWKEL,HKHKG,12115791.335099999
Jan-22,未知,TWKEL,HKHKG,1639626.9870000002
Jan-22,未知,TWKEL,HKHKG,1420481.22
Jan-22,未知,TWKEL,HKHKG,5805.1
Jan-22,未知,TWKEL,HKHKG,840
Jan-22,未知,TWKEL,HKHKG,105031.8
Jan-22,未知,TWKEL,HKHKG,25735947.17
Jan-22,未知,TWKEL,HKHKG,141852.52
Jan-22,未知,TWKEL,HKHKG,4779720.372599999
Jan-22,未知,TWKEL,HKHKG,6110276.044
Jan-22,未知,TWKEL,HKHKG,1384020
Jan-22,未知,TWKEL,HKHKG,474.72
Jan-22,未知,TWKEL,HKHKG,50249.77
Jan-22,未知,TWKEL,HKHKG,15312.01
Jan-22,未知,TWKEL,HKHKG,6462872.33
Jan-22,未知,TWKEL,HKHKG,1560893.1
Jan-22,未知,TWKEL,HKHKG,52636.836
Jan-22,未知,TWKEL,HKHKG,1494471
Jan-22,未知,TWKEL,HKHKG,8099.38
Jan-22,未知,TWKEL,HKHKG,996827.856
Jan-22,未知,TWKEL,HKHKG,14965985.73
Jan-22,未知,TWKEL,HKHKG,12079651.07
Jan-22,未知,TWKEL,HKHKG,228169.99
Jan-22,未知,TWKEL,HKHKG,11850838.53
Jan-22,未知,TWKEL,HKHKG,96745.311
Jan-22,未知,TWKEL,HKHKG,4173136.708
Jan-22,未知,TWKEL,HKHKG,132483.7421
Jan-22,未知,TWKEL,HKHKG,18642472.46
Jan-22,未知,TWKEL,HKHKG,1257.88
Jan-22,未知,TWKEL,HKHKG,11208.99
Jan-22,未知,TWKEL,HKHKG,3967381.14
Jan-22,未知,TWKEL,HKHKG,1411095.141
Jan-22,未知,TWKEL,HKHKG,2596339.962
Jan-22,未知,TWKEL,HKHKG,1154740.623
Jan-22,未知,TWKEL,JPOSA,85061.79
Jan-22,未知,TWKEL,JPOSA,8613.28
Jan-22,未知,TWKEL,JPOSA,928888.7
Jan-22,未知,TWKEL,JPOSA,254423.49
Jan-22,未知,TWKEL,JPOSA,18932322.94
Jan-22,未知,TWKEL,JPOSA,32520.62
Jan-22,未知,TWKEL,JPOSA,125531.74
Jan-22,未知,TWKEL,JPOSA,2991385.74
Jan-22,未知,TWKEL,JPOSA,4044604.537
Jan-22,未知,TWKEL,JPOSA,1220434.188
Jan-22,未知,TWKEL,JPOSA,250999.67
Jan-22,未知,TWKEL,JPOSA,223941.4
Jan-22,未知,TWKEL,JPOSA,49749.92
Jan-22,未知,TWKEL,JPOSA,9.45
Jan-22,未知,TWKEL,JPOSA,1432193.118
Jan-22,未知,TWKEL,JPOSA,102381.32
Jan-22,未知,TWKEL,JPOSA,345337.61
Jan-22,未知,TWKEL,JPOSA,399721.99
Jan-22,未知,TWKEL,JPOSA,2042644.322
Jan-22,未知,TWKEL,JPOSA,45022.1
Jan-22,未知,TWKEL,JPOSA,1147942
Jan-22,未知,TWKEL,JPOSA,44909.94
Jan-22,未知,TWKEL,JPOSA,67.7
Jan-22,未知,TWKEL,JPOSA,829.3
Jan-22,未知,TWKEL,JPOSA,16543.45
Jan-22,未知,TWKEL,JPOSA,1574459.926
Jan-22,未知,TWKEL,JPOSA,25107
Jan-22,未知,TWKEL,JPOSA,5
Jan-22,未知,TWKEL,JPOSA,47220149.5
Jan-22,未知,TWKEL,JPOSA,37451.22
Jan-22,未知,TWKEL,JPOSA,394.05
Jan-22,未知,TWKEL,JPOSA,609735.51
Jan-22,未知,TWKEL,JPOSA,6974809.5
Jan-22,未知,TWKEL,JPOSA,2332403.634
Jan-22,未知,TWKEL,JPOSA,2397112.07
Jan-22,未知,TWKEL,JPOSA,412048.49
Jan-22,未知,TWKEL,JPOSA,55
Jan-22,未知,TWKEL,JPOSA,1174892.84
Jan-22,未知,TWKEL,JPOSA,1603.2
Jan-22,未知,TWKEL,JPOSA,5373920.309
Jan-22,未知,TWKEL,JPOSA,456.228
Jan-22,未知,TWKEL,JPOSA,51421.85
Jan-22,未知,TWKEL,JPOSA,4920.3
Jan-22,未知,TWKEL,JPOSA,98696.317
Jan-22,未知,TWKEL,JPOSA,2156.8
Jan-22,未知,TWKEL,JPOSA,16750
Jan-22,未知,TWKEL,JPOSA,888000
Jan-22,未知,TWKEL,JPOSA,2841.8
Jan-22,未知,TWKEL,JPOSA,30.6
Jan-22,未知,TWKEL,JPOSA,41228.9
Jan-22,未知,TWKEL,JPOSA,57269.519
Jan-22,未知,TWKEL,JPOSA,1560.2
Jan-22,未知,TWKEL,JPOSA,216986.69
Jan-22,未知,TWKEL,JPOSA,4334.8
Jan-22,未知,TWKEL,JPOSA,1290830.77
Jan-22,未知,TWKEL,JPOSA,182925.69
Jan-22,未知,TWKEL,JPOSA,47
Jan-22,未知,TWKEL,JPOSA,59552.22
Jan-22,未知,TWKEL,JPOSA,1823315.821
Jan-22,未知,TWKEL,JPOSA,432277.95
Jan-22,未知,TWKEL,JPOSA,652230
Jan-22,未知,TWKEL,JPOSA,212721.4
Jan-22,未知,TWKEL,JPOSA,2309605.23
Jan-22,未知,TWKEL,JPOSA,55.2
Jan-22,未知,TWKEL,JPOSA,478299.48
Jan-22,未知,TWKEL,JPOSA,632785.35
Jan-22,未知,TWKEL,JPOSA,44245.99
Jan-22,未知,TWKEL,JPOSA,1983384.704
Jan-22,未知,TWKEL,JPOSA,19677.8
Jan-22,未知,TWKEL,JPOSA,241619.82
Jan-22,未知,TWKEL,JPOSA,454916.017
Jan-22,未知,TWKEL,JPOSA,17584
Jan-22,未知,TWKEL,JPOSA,27056.2
Jan-22,未知,TWKEL,JPOSA,5378
Jan-22,未知,TWKEL,JPOSA,175074.1
Jan-22,未知,TWKEL,JPOSA,22918.89
Jan-22,未知,TWKEL,JPOSA,6424815.378
Jan-22,未知,TWKEL,JPOSA,892055.987
Jan-22,未知,TWKEL,JPOSA,1575575.036
Jan-22,未知,TWKEL,JPOSA,1199013.41
Jan-22,未知,TWKEL,JPOSA,179623.419
Jan-22,未知,TWKEL,JPOSA,4487116.036
Jan-22,未知,TWKEL,JPOSA,3493277.43
Jan-22,未知,TWKEL,JPOSA,1250.73
Jan-22,未知,TWKEL,KRPUS,1191.66
Jan-22,未知,TWKEL,KRPUS,29.3
Jan-22,未知,TWKEL,KRPUS,97037.8
Jan-22,未知,TWKEL,KRPUS,181276.6
Jan-22,未知,TWKEL,KRPUS,117453.719
Jan-22,未知,TWKEL,KRPUS,144
Jan-22,未知,TWKEL,KRPUS,2733426.182
Jan-22,未知,TWKEL,KRPUS,193336.4
Jan-22,未知,TWKEL,KRPUS,4519514.8
Jan-22,未知,TWKEL,KRPUS,1822938.99
Jan-22,未知,TWKEL,KRPUS,6261.698
Jan-22,未知,TWKEL,KRPUS,251400.02
Jan-22,未知,TWKEL,KRPUS,9912869.396
Jan-22,未知,TWKEL,KRPUS,2560000
Jan-22,未知,TWKEL,KRPUS,5677291.517
Jan-22,未知,TWKEL,KRPUS,3616517.727
Jan-22,未知,TWKEL,KRPUS,871867.3598
Jan-22,未知,TWKEL,KRPUS,2155139.33
Jan-22,未知,TWKEL,KRPUS,373.78
Jan-22,未知,TWKEL,KRPUS,5423618.628
Jan-22,未知,TWKEL,KRPUS,4623.638
Jan-22,未知,TWKEL,KRPUS,36
Jan-22,未知,TWKEL,KRPUS,723985.252
Jan-22,未知,TWKEL,KRPUS,147859884.5
Jan-22,未知,TWKEL,KRPUS,18379.41
Jan-22,未知,TWKEL,KRPUS,188161.98
Jan-22,未知,TWKEL,KRPUS,5349.8
Jan-22,未知,TWKEL,KRPUS,291747.25
Jan-22,未知,TWKEL,KRPUS,433048
Jan-22,未知,TWKEL,KRPUS,1851176.132
Jan-22,未知,TWKEL,KRPUS,3
Jan-22,未知,TWKEL,KRPUS,618010.528
Jan-22,未知,TWKEL,KRPUS,19.2
Jan-22,未知,TWKEL,KRPUS,911543.064
Jan-22,未知,TWKEL,KRPUS,1660887.506
Jan-22,未知,TWKEL,KRPUS,37721.52
Jan-22,未知,TWKEL,KRPUS,756387.54
Jan-22,未知,TWKEL,KRPUS,289486.831
Jan-22,未知,TWKEL,KRPUS,2069199.57
Jan-22,未知,TWKEL,KRPUS,1493253
Jan-22,未知,TWKEL,KRPUS,790780.281
Jan-22,未知,TWKEL,KRPUS,3809.55
Jan-22,未知,TWKEL,KRPUS,16303.72
Jan-22,未知,TWKEL,KRPUS,191579.88
Jan-22,未知,TWKEL,KRPUS,5202592.85
Jan-22,未知,TWKEL,KRPUS,497076.791
Jan-22,未知,TWKEL,KRPUS,526423.972
Jan-22,未知,TWKEL,KRPUS,3317.2
Jan-22,未知,TWKEL,KRPUS,33147.79
Jan-22,未知,TWKEL,KRPUS,123293.81
Jan-22,未知,TWKEL,KRPUS,22748005.17
Jan-22,未知,TWKEL,KRPUS,4771.51
Jan-22,未知,TWKEL,KRPUS,101.75
Jan-22,未知,TWKEL,KRPUS,9171336.326
Jan-22,未知,TWKEL,KRPUS,50127.805
Jan-22,未知,TWKEL,KRPUS,1240
Jan-22,未知,TWKEL,KRPUS,423247.2
Jan-22,未知,TWKEL,KRPUS,45160.1
Jan-22,未知,TWKEL,KRPUS,71946.49
Jan-22,未知,TWKEL,KRPUS,690
Jan-22,未知,TWKEL,KRPUS,13170.5
Jan-22,未知,TWKEL,KRPUS,5736210.04
Jan-22,未知,TWKEL,KRPUS,2132117.296
Jan-22,未知,TWKEL,KRPUS,236535.28
Jan-22,未知,TWKEL,KRPUS,22.76
Jan-22,未知,TWKEL,KRPUS,5598
Jan-22,未知,TWKEL,KRPUS,47832.44
Jan-22,未知,TWKEL,KRPUS,134
Jan-22,未知,TWKEL,KRPUS,1786092.52
Jan-22,未知,TWKEL,KRPUS,118928.494
Jan-22,未知,TWKEL,KRPUS,167942.98
Jan-22,未知,TWKEL,KRPUS,1420712
Jan-22,未知,TWKEL,KRPUS,1673235.852
Jan-22,未知,TWKEL,KRPUS,667200.07
Jan-22,未知,TWKEL,KRPUS,42722.9
Jan-22,未知,TWKEL,KRPUS,1464.6
Jan-22,未知,TWKEL,KRPUS,6697
Jan-22,未知,TWKEL,KRPUS,3969515.69
Jan-22,未知,TWKEL,KRPUS,89334.88
Jan-22,未知,TWKEL,KRPUS,251.59
Jan-22,未知,TWKEL,KRPUS,724084.08
Jan-22,未知,TWKEL,KRPUS,2677842.29
Jan-22,未知,TWKEL,KRPUS,46242.5
Jan-22,未知,TWKEL,KRPUS,176717.423
Jan-22,未知,TWKEL,KRPUS,3541536.67
Jan-22,未知,TWKEL,KRPUS,62013.56
Jan-22,未知,TWKEL,KRPUS,82859.04
Jan-22,未知,TWKEL,KRPUS,77685.084
Jan-22,未知,TWKHH,CNSHA,6293.7
Jan-22,未知,TWKHH,CNSHA,60109.3
Jan-22,未知,TWKHH,CNSHA,454763.234
Jan-22,未知,TWKHH,CNSHA,34203.3
Jan-22,未知,TWKHH,CNSHA,15452.098
Jan-22,未知,TWKHH,CNSHA,1737929.31
Jan-22,未知,TWKHH,CNSHA,41060.93
Jan-22,未知,TWKHH,CNSHA,1226300
Jan-22,未知,TWKHH,CNSHA,2122295.076
Jan-22,未知,TWKHH,CNSHA,57375.19
Jan-22,未知,TWKHH,CNSHA,4123671.54
Jan-22,未知,TWKHH,CNSHA,91673.04
Jan-22,未知,TWKHH,CNSHA,5.85
Jan-22,未知,TWKHH,CNSHA,1244797.17
Jan-22,未知,TWKHH,CNSHA,2463398.3
Jan-22,未知,TWKHH,CNSHA,4987858.7
Jan-22,未知,TWKHH,CNSHA,386154.73
Jan-22,未知,TWKHH,CNSHA,6431949.106
Jan-22,未知,TWKHH,CNSHA,288698.9
Jan-22,未知,TWKHH,CNSHA,148961344.2
Jan-22,未知,TWKHH,CNSHA,2197001005
Jan-22,未知,TWKHH,CNSHA,913096.36
Jan-22,未知,TWKHH,CNSHA,10219215.72
Jan-22,未知,TWKHH,CNSHA,8292119.546
Jan-22,未知,TWKHH,CNSHA,3475400.905
Jan-22,未知,TWKHH,CNSHA,14650.86
Jan-22,未知,TWKHH,CNSHA,2574.75
Jan-22,未知,TWKHH,CNSHA,8831.71
Jan-22,未知,TWKHH,CNSHA,4808429.47
Jan-22,未知,TWKHH,CNSHA,240877.8881
Jan-22,未知,TWKHH,CNSHA,20107267.04
Jan-22,未知,TWKHH,CNSHA,261170195
Jan-22,未知,TWKHH,CNSHA,1519910.6
Jan-22,未知,TWKHH,CNSHA,359077803.1
Jan-22,未知,TWKHH,CNSHA,41911.4
Jan-22,未知,TWKHH,CNSHA,115921.806
Jan-22,未知,TWKHH,CNSHA,9544860.93
Jan-22,未知,TWKHH,CNSHA,194917.61
Jan-22,未知,TWKHH,CNSHA,76016.51
Jan-22,未知,TWKHH,CNSHA,4724143.82
Jan-22,未知,TWKHH,CNSHA,165351.9
Jan-22,未知,TWKHH,CNSHA,3286
Jan-22,未知,TWKHH,CNSHA,22899759.95
Jan-22,未知,TWKHH,CNSHA,5422857.747
Jan-22,未知,TWKHH,CNSHA,125937
Jan-22,未知,TWKHH,CNSHA,150665.39
Jan-22,未知,TWKHH,CNSHA,2940240
Jan-22,未知,TWKHH,CNSHA,1025.91
Jan-22,未知,TWKHH,CNSHA,2188059.264
Jan-22,未知,TWKHH,CNSHA,402666.58
Jan-22,未知,TWKHH,CNSHA,3730247.099
Jan-22,未知,TWKHH,CNSHA,12170182.72
Jan-22,未知,TWKHH,CNSHA,255515.08
Jan-22,未知,TWKHH,CNSHA,378202.845
Jan-22,未知,TWKHH,CNSHA,50000
Jan-22,未知,TWKHH,CNSHA,854362.27
Jan-22,未知,TWKHH,CNSHA,373361.13
Jan-22,未知,TWKHH,CNSHA,40
Jan-22,未知,TWKHH,CNSHA,4205617.712
Jan-22,未知,TWKHH,CNSHA,12995975
Jan-22,未知,TWKHH,CNSHA,1471839.39
Jan-22,未知,TWKHH,CNSHA,1358241.02
Jan-22,未知,TWKHH,CNSHA,121866.98
Jan-22,未知,TWKHH,CNSHA,4254000
Jan-22,未知,TWKHH,CNSHA,31027.2
Jan-22,未知,TWKHH,CNSHA,192031.55
Jan-22,未知,TWKHH,CNSHA,5941628.8
Jan-22,未知,TWKHH,CNSHA,348308.4
Jan-22,未知,TWKHH,CNSHA,21831.65
Jan-22,未知,TWKHH,CNSHA,528
Jan-22,未知,TWKHH,CNSHA,761905.438
Jan-22,未知,TWKHH,CNSHA,355703.422
Jan-22,未知,TWKHH,CNSHA,10086557.44
Jan-22,未知,TWKHH,CNSHA,2430968.763
Jan-22,未知,TWKHH,CNSHA,732706.66
Jan-22,未知,TWKHH,CNSHA,6415062.4
Jan-22,未知,TWKHH,CNSHA,21809352.11
Jan-22,未知,TWKHH,CNSHA,3777530
Jan-22,未知,TWKHH,CNSHA,246121.64
Jan-22,未知,TWKHH,CNSHA,1184653
Jan-22,未知,TWKHH,CNSHA,1.31
Jan-22,未知,TWKHH,CNSHA,2349715.473
Jan-22,未知,TWKHH,CNSHA,5240869.064
Jan-22,未知,TWKHH,CNSHA,495461.926
Jan-22,未知,TWKHH,CNSHA,244993.13
Jan-22,未知,TWKHH,CNSHA,855918
Jan-22,未知,TWKHH,CNSHA,12612382.43
Jan-22,未知,TWKHH,CNSHA,711995831.2
Jan-22,未知,TWKHH,CNSHA,77537162.97
Jan-22,未知,TWKHH,CNSHA,38684.88
Jan-22,未知,TWKHH,CNSHA,355066.96
Jan-22,未知,TWKHH,HKHKG,8906.1
Jan-22,未知,TWKHH,HKHKG,534274.605
Jan-22,未知,TWKHH,HKHKG,2207110.58
Jan-22,未知,TWKHH,HKHKG,2454239.3
Jan-22,未知,TWKHH,HKHKG,1698468.56
Jan-22,未知,TWKHH,HKHKG,436
Jan-22,未知,TWKHH,HKHKG,6644007.22
Jan-22,未知,TWKHH,HKHKG,134834.86
Jan-22,未知,TWKHH,HKHKG,646689.48
Jan-22,未知,TWKHH,HKHKG,13296803.4
Jan-22,未知,TWKHH,HKHKG,652493.052
Jan-22,未知,TWKHH,HKHKG,11459538.36
Jan-22,未知,TWKHH,HKHKG,4068446.92
Jan-22,未知,TWKHH,HKHKG,135738
Jan-22,未知,TWKHH,HKHKG,4153030.88
Jan-22,未知,TWKHH,HKHKG,976000
Jan-22,未知,TWKHH,HKHKG,3602824.724
Jan-22,未知,TWKHH,HKHKG,388284625.8
Jan-22,未知,TWKHH,HKHKG,109516.34
Jan-22,未知,TWKHH,HKHKG,11023814.6
Jan-22,未知,TWKHH,HKHKG,18023.801
Jan-22,未知,TWKHH,HKHKG,8849656.17
Jan-22,未知,TWKHH,HKHKG,3012028.06
Jan-22,未知,TWKHH,HKHKG,74000
Jan-22,未知,TWKHH,HKHKG,526096.88
Jan-22,未知,TWKHH,HKHKG,10783066.56
Jan-22,未知,TWKHH,HKHKG,143791.8344
Jan-22,未知,TWKHH,HKHKG,152563
Jan-22,未知,TWKHH,HKHKG,2148.7
Jan-22,未知,TWKHH,HKHKG,6394
Jan-22,未知,TWKHH,HKHKG,15121.924
Jan-22,未知,TWKHH,HKHKG,27552.86
Jan-22,未知,TWKHH,HKHKG,7695
Jan-22,未知,TWKHH,HKHKG,7645079.686
Jan-22,未知,TWKHH,HKHKG,117649.1
Jan-22,未知,TWKHH,HKHKG,203762707
Jan-22,未知,TWKHH,HKHKG,51411992.71
Jan-22,未知,TWKHH,HKHKG,7568200
Jan-22,未知,TWKHH,HKHKG,832246.0245
Jan-22,未知,TWKHH,HKHKG,538967.748
Jan-22,未知,TWKHH,HKHKG,120628.05
Jan-22,未知,TWKHH,HKHKG,266681.04
Jan-22,未知,TWKHH,HKHKG,10426591.01
Jan-22,未知,TWKHH,HKHKG,536655
Jan-22,未知,TWKHH,HKHKG,7700643.46
Jan-22,未知,TWKHH,HKHKG,9807446.97
Jan-22,未知,TWKHH,HKHKG,5511.9
Jan-22,未知,TWKHH,HKHKG,1735370.028
Jan-22,未知,TWKHH,HKHKG,135523.19
Jan-22,未知,TWKHH,HKHKG,30578648.9
Jan-22,未知,TWKHH,HKHKG,794526.06
Jan-22,未知,TWKHH,HKHKG,383642.37
Jan-22,未知,TWKHH,HKHKG,485649646.7
Jan-22,未知,TWKHH,HKHKG,2322682341.053334
Jan-22,未知,TWKHH,HKHKG,127002.68
Jan-22,未知,TWKHH,HKHKG,12179684.58
Jan-22,未知,TWKHH,HKHKG,6231405.087
Jan-22,未知,TWKHH,HKHKG,130
Jan-22,未知,TWKHH,HKHKG,502103.16
Jan-22,未知,TWKHH,HKHKG,7027121.646
Jan-22,未知,TWKHH,HKHKG,7606225.26
Jan-22,未知,TWKHH,HKHKG,908864.625
Jan-22,未知,TWKHH,HKHKG,291015.6
Jan-22,未知,TWKHH,HKHKG,2485572.9
Jan-22,未知,TWKHH,HKHKG,73000700.77
Jan-22,未知,TWKHH,HKHKG,11871107.49
Jan-22,未知,TWKHH,HKHKG,1846626.12
Jan-22,未知,TWKHH,HKHKG,508256.76
Jan-22,未知,TWKHH,HKHKG,1743278
Jan-22,未知,TWKHH,HKHKG,810971190.1
Jan-22,未知,TWKHH,HKHKG,4235385.213
Jan-22,未知,TWKHH,HKHKG,4653098.8
Jan-22,未知,TWKHH,HKHKG,4884682.04
Jan-22,未知,TWKHH,HKHKG,25074465.45
Jan-22,未知,TWKHH,HKHKG,153010.25
Jan-22,未知,TWKHH,HKHKG,92991.33
Jan-22,未知,TWKHH,HKHKG,193651.804
Jan-22,未知,TWKHH,HKHKG,378522.06
Jan-22,未知,TWKHH,HKHKG,1067262.51
Jan-22,未知,TWKHH,HKHKG,32240065.5
